query_id,query_time_range(ms),refer_id,refer_time_range(ms)
06c36862-b8c7-11e9-930e-fa163ee49799,0|95160,3184886800,2001640|2096800
f26ba818-b991-11e9-9c9e-fa163e3d9e3c,21620|87890,2384098000,1762590|1842110
a909f1a4-b953-11e9-9c9e-fa163e3d9e3c,36540|111600,2303359200,2707750|2797820
245c8b98-b916-11e9-ad99-fa163ee49799,0|97400,2400411900,6186680|6284080
3a62390a-b935-11e9-8b81-fa163ee49799,0|109080,2927857700,1860070|1969150
ea9ed352-b96a-11e9-b8ed-fa163e063a2b,6490|118230,1568027000,4745790|4857530
bf30a2c6-b97f-11e9-8b81-fa163ee49799,0|46880,1662856300,3102020|3158270
12d36f72-b975-11e9-8b81-fa163ee49799,0|44680,1500872700,4652680|4697360
e5231b64-b973-11e9-9c9e-fa163e3d9e3c,46730|124090,2791972500,4778710|4856070
ec5cee38-b96d-11e9-b8ed-fa163e063a2b,45540|103100,1568027000,7880520|7938080
efe51db6-b998-11e9-8b81-fa163ee49799,45660|120100,1467027700,1647740|1737070
f84c51f8-b94e-11e9-b8ed-fa163e063a2b,55220|118900,1804154000,2239240|2302920
d4f54cfe-b8c8-11e9-930e-fa163ee49799,63840|138640,3184886800,3920920|3995720
6ab32de4-b8e5-11e9-bf24-fa163ee49799,0|75410,1176745900,1631510|1706920
cf27cd0c-b953-11e9-b8ed-fa163e063a2b,60250|138870,1374493200,2825940|2904560
b0177f90-b997-11e9-8b81-fa163ee49799,0|64360,1467027700,553660|630890
8a0a614c-b900-11e9-8127-fa163e063a2b,53640|143740,449240700,425900|516000
f8df38fe-b991-11e9-9c9e-fa163e3d9e3c,34090|124900,2384098000,1871660|1962470
b0ddc3c4-b99e-11e9-9c9e-fa163e3d9e3c,45130|96760,2060160900,3444400|3496030
285d8f20-b903-11e9-ad99-fa163ee49799,20170|104150,2342638000,683450|767430
ba60d146-b955-11e9-8b81-fa163ee49799,0|49910,2845332600,3199720|3259610
456d32a0-b96c-11e9-b8ed-fa163e063a2b,51110|146150,1568027000,6433260|6528300
1cc6926c-b8f2-11e9-ad99-fa163ee49799,13660|61440,1243533500,2382740|2430520
100a0698-b8cb-11e9-930e-fa163ee49799,0|51660,1212504600,824540|876200
df44c7d2-b8b6-11e9-930e-fa163ee49799,37300|119490,2832620300,1276580|1358770
9fc572ae-b952-11e9-b8ed-fa163e063a2b,36610|96810,1374493200,1394820|1455020
95d03990-b917-11e9-ad99-fa163ee49799,0|82720,2447052500,903360|986080
aaea195c-b900-11e9-81a2-fa163e3d9e3c,10130|83840,2666192100,584480|658190
a6136818-b99e-11e9-b8ed-fa163e063a2b,14830|91230,1473745600,3800960|3877360
0aab2e0c-b952-11e9-8b81-fa163ee49799,6530|67280,3203967000,1270520|1343410
5c3d8fd0-b966-11e9-8b81-fa163ee49799,0|74650,1353433800,547010|621660
208343c4-b94b-11e9-8b81-fa163ee49799,35720|123830,1952297000,3061780|3167520
26ca1ab0-b986-11e9-8b81-fa163ee49799,0|82490,1500744900,4408850|4491340
5b48c2d0-b974-11e9-8b81-fa163ee49799,0|80920,1500872700,3799480|3880400
94fcb45e-b8e4-11e9-bf24-fa163ee49799,0|74300,1176745900,1062100|1136400
84007b4c-b8dd-11e9-bf24-fa163ee49799,8180|82050,1402364300,2470300|2558940
710c71a6-b871-11e9-b45b-fa163ee49799,0|58780,2704085800,2488960|2547740
a40ccbcc-b949-11e9-8b81-fa163ee49799,0|68020,1952297000,1034170|1102190
bb1f2836-b8ff-11e9-ad99-fa163ee49799,0|66960,2310133000,4395210|4475560
5a16c598-b987-11e9-b8ed-fa163e063a2b,63750|163000,1601278800,2102170|2201420
3a67934c-b92a-11e9-b8ed-fa163e063a2b,18950|135960,1598981800,1742020|1859030
dade0a26-b872-11e9-b45b-fa163ee49799,0|91840,2801578300,794340|886180
d5626fba-b92b-11e9-8b81-fa163ee49799,0|98680,2718954900,6436580|6535260
3a16aa66-b8d2-11e9-930e-fa163ee49799,65530|167430,1260706600,1510520|1612420
319e1c1a-b900-11e9-ad99-fa163ee49799,71540|119190,2310133000,5010400|5058050
f6af305e-b985-11e9-9c9e-fa163e3d9e3c,39840|104350,2333805400,1394640|1459150
9a2ffbde-b948-11e9-9c9e-fa163e3d9e3c,39730|116040,1928274600,2363330|2439640
9edce5ca-b970-11e9-b8ed-fa163e063a2b,10370|108430,1419310000,2584830|2682890
4f6e30a6-b921-11e9-9c9e-fa163e3d9e3c,13420|67400,1911309900,333890|387870
cfbd562a-b91b-11e9-8127-fa163e063a2b,28600|110960,1804190100,4417300|4499660
e1e84960-b95a-11e9-9c9e-fa163e3d9e3c,30020|114680,2909399800,1293510|1378170
57411304-b93d-11e9-8b81-fa163ee49799,0|62160,3043930400,2598480|2660640
b83801f4-b8c0-11e9-930e-fa163ee49799,0|81520,3060804900,815460|896980
c179881a-b95a-11e9-b8ed-fa163e063a2b,16910|94480,1804132300,4410590|4488160
f0b142ea-b904-11e9-81a2-fa163e3d9e3c,78770|156690,2666192100,5599190|5677110
e137c5dc-b873-11e9-b45b-fa163ee49799,0|46830,2801578300,1303840|1350670
bff4a474-b95b-11e9-b8ed-fa163e063a2b,14010|84970,1804132300,5255850|5326810
6a47186a-b85f-11e9-9336-fa163ee49799,0|51760,2929626300,3692320|3754430
db33d59e-b8d8-11e9-930e-fa163ee49799,62720|172620,1193884300,1744830|1854730
d5527128-b8c2-11e9-930e-fa163ee49799,0|67580,3060804900,2712390|2779970
0aaec092-b9a4-11e9-8b81-fa163ee49799,0|95320,1596058300,3558760|3654080
67bb7728-b95c-11e9-8b81-fa163ee49799,0|64480,1467020800,4534270|4598750
03524e12-b923-11e9-8b81-fa163ee49799,30180|99040,2620315400,3943130|4011990
02c7056a-b954-11e9-9c9e-fa163e3d9e3c,40790|141390,2303359200,3063000|3163600
99fd4872-b94a-11e9-9c9e-fa163e3d9e3c,33770|130419,1928274600,4883030|4979680
3ebf67e8-b9a8-11e9-b8ed-fa163e063a2b,46950|152590,1804312000,4993930|5099570
060dc54c-b945-11e9-8b81-fa163ee49799,52360|146260,1710310600,1394950|1488850
6f1daaac-b959-11e9-8b81-fa163ee49799,0|96840,1467020800,1516110|1612950
79fb1220-b8fa-11e9-8127-fa163e063a2b,20360|91800,347796200,666680|738120
760a6caa-b90a-11e9-ad99-fa163ee49799,0|43500,2367850000,1532660|1576160
d98a8b86-b971-11e9-8b81-fa163ee49799,0|86110,1500872700,1022000|1108110
dc8c5196-b90f-11e9-ad99-fa163ee49799,21830|70700,2400411900,457360|506230
d04d7f72-b955-11e9-8b81-fa163ee49799,53210|113100,2845332600,3199720|3259610
f41a1260-b8f8-11e9-81a2-fa163e3d9e3c,60560|105420,2820368700,3341370|3386230
c18ca932-b986-11e9-8b81-fa163ee49799,0|58380,1629260900,216680|275060
55a32906-b91f-11e9-8b81-fa163ee49799,33590|89570,2620315400,678580|745760
5f3e6006-b90c-11e9-ad99-fa163ee49799,0|69450,2367850000,3944990|4014440
18fa1994-b99a-11e9-8b81-fa163ee49799,0|79930,1467027700,2354520|2434450
5bb36fe6-b92d-11e9-8b81-fa163ee49799,0|109160,2817413400,302920|412080
8ef712a6-b859-11e9-9336-fa163ee49799,0|77290,3009055500,3822380|3899670
e3d30f3c-b99e-11e9-9c9e-fa163e3d9e3c,8740|92970,2060160900,3691080|3775310
339b154c-b8fe-11e9-81a2-fa163e3d9e3c,60120|114840,2829817400,3208630|3263350
15918074-b8f7-11e9-ad99-fa163ee49799,33100|111540,2274699000,3328790|3407230
616177a8-b928-11e9-8b81-fa163ee49799,0|62830,2718954900,2480620|2543450
442e24a0-b956-11e9-8b81-fa163ee49799,36690|86700,2845332600,3928550|3978560
1903833a-b909-11e9-ad99-fa163ee49799,55100|136480,2367850000,201310|282690
bdc319ca-b8c9-11e9-930e-fa163ee49799,0|110380,3184886800,4744350|4854730
41ffc1fe-b96d-11e9-9c9e-fa163e3d9e3c,45940|129370,2360445100,4771890|4855320
a61b37fc-b91a-11e9-8127-fa163e063a2b,35750|90920,1804190100,3321410|3376580
25657d18-b99f-11e9-8b81-fa163ee49799,70800|141180,1530507600,3097370|3167750
d9e85d7c-b879-11e9-b45b-fa163ee49799,47720|89940,1849646200,699860|742080
f2545da4-b926-11e9-8b81-fa163ee49799,28460|73670,2718954900,944260|989470
e1b86b50-b9a5-11e9-b8ed-fa163e063a2b,60840|129930,1804312000,3214580|3283670
025b75d6-b984-11e9-8b81-fa163ee49799,10850|96520,1500744900,2246700|2332370
7d8bb4ba-b992-11e9-8b81-fa163ee49799,0|63060,1596046700,5242820|5305880
5f2dc170-b91a-11e9-ad99-fa163ee49799,40090|99280,2447052500,3941170|4000360
c0fed0ae-b994-11e9-9c9e-fa163e3d9e3c,16500|76450,2384098000,4540830|4600780
ec673700-b975-11e9-9c9e-fa163e3d9e3c,23060|106670,2791972500,6793720|6877330
a76ca30e-b936-11e9-8b81-fa163ee49799,26360|142190,2927857700,3183020|3298850
cc0ed4ce-b91e-11e9-8127-fa163e063a2b,54680|112570,1308046100,2616280|2674170
19c986d2-b988-11e9-8b81-fa163ee49799,0|111690,1629260900,1624340|1736030
20b2fe56-b924-11e9-8b81-fa163ee49799,27850|118000,2620315400,5001400|5091550
3997216a-b95e-11e9-8b81-fa163ee49799,0|38240,1421444400,1777730|1815970
241dfd20-b947-11e9-9c9e-fa163e3d9e3c,27320|130300,1928274600,780580|883560
08601bbc-b92a-11e9-8b81-fa163ee49799,29200|123660,2718954900,4387910|4482370
3dcbdf68-b955-11e9-9c9e-fa163e3d9e3c,58550|145530,2303359200,4042020|4129000
10084d26-b95c-11e9-b8ed-fa163e063a2b,32360|103970,1804132300,5487930|5559540
e6d976ea-b876-11e9-b45b-fa163ee49799,57780|131060,1659203000,686210|759490
ed58b79e-b8b5-11e9-930e-fa163ee49799,0|49130,2832620300,322730|381690
627d28e6-b90d-11e9-8127-fa163e063a2b,14190|104870,374102500,312220|402900
49ea7a82-b95c-11e9-b8ed-fa163e063a2b,69870|161030,1804132300,5705590|5796750
3f1149b2-b90f-11e9-81a2-fa163e3d9e3c,16580|68590,1773350800,695080|757490
fed9492e-b929-11e9-9c9e-fa163e3d9e3c,6030|100750,1940114900,4764240|4858960
c9043bf8-b8b4-11e9-930e-fa163ee49799,0|63600,1711839100,1046329|1109930
5ab21964-b97b-11e9-b8ed-fa163e063a2b,43070|121500,1804317800,2341370|2419800
f370f9ba-b942-11e9-8b81-fa163ee49799,40510|120140,3043930400,8014990|8094620
8d5a86e2-b978-11e9-8b81-fa163ee49799,15960|78850,1447221500,3343550|3406440
d9c211f8-b8d3-11e9-930e-fa163ee49799,88260|178230,1260706600,2829510|2919480
d988b04a-b8c7-11e9-930e-fa163ee49799,0|52700,3184886800,3094060|3146760
6d63a654-b93a-11e9-8b81-fa163ee49799,68280|156260,2927857700,7282780|7370760
5bd539fe-b90b-11e9-ad99-fa163ee49799,57410|147640,2367850000,2832860|2923090
0e093dee-b93b-11e9-8b81-fa163ee49799,0|64690,3043930400,184610|262240
980ff79c-b93d-11e9-b8ed-fa163e063a2b,37470|131720,1445938900,558820|653070
e79acc20-b941-11e9-9c9e-fa163e3d9e3c,7780|53490,1627286600,5362720|5417580
0d5bd81e-b95b-11e9-8b81-fa163ee49799,0|63580,1467020800,3333470|3397050
50eda2aa-b96b-11e9-b8ed-fa163e063a2b,9830|78520,1568027000,5239090|5307780
e5166184-b8c0-11e9-930e-fa163ee49799,0|71900,3060804900,1050360|1136640
b6ed5202-b8bd-11e9-930e-fa163ee49799,65500|172800,2945744900,2232590|2339890
5779ac88-b8c9-11e9-930e-fa163ee49799,84160|150700,3184886800,4405370|4471910
eea65bd2-b8fc-11e9-8127-fa163e063a2b,46130|133280,428079700,690330|777480
09424d94-b956-11e9-9c9e-fa163e3d9e3c,65030|148030,2274916400,308430|408040
3c4ac74a-b959-11e9-9c9e-fa163e3d9e3c,14590|103950,2274916400,4023340|4112700
4d9c2c56-b94e-11e9-8b81-fa163ee49799,0|54530,1887729500,2972910|3027440
aceb26d2-b92e-11e9-9c9e-fa163e3d9e3c,20720|101380,1753812600,2233020|2313680
50954dd6-b95b-11e9-8b81-fa163ee49799,31980|120950,1467020800,3552560|3641530
9ebdb78c-b86b-11e9-b45b-fa163ee49799,0|97680,2394484900,1027920|1125600
48d27e8c-b908-11e9-8127-fa163e063a2b,27960|107730,392494900,333070|412840
ce71a562-b90e-11e9-ad99-fa163ee49799,0|90560,2367850000,6431400|6521960
ede8e8d4-b8b8-11e9-930e-fa163ee49799,97790|163760,2832620300,2849450|2915420
80f5299c-b997-11e9-9c9e-fa163e3d9e3c,82820|163130,2436435900,2950040|3030350
73082d88-b9a2-11e9-8b81-fa163ee49799,49110|112120,1596058300,1757950|1833570
ca80f9b8-b958-11e9-8b81-fa163ee49799,36790|122220,1467020800,785760|871190
070f0ed8-b8c8-11e9-930e-fa163ee49799,47580|129639,3184886800,3326540|3408600
759a3aea-b917-11e9-ad99-fa163ee49799,37030|87860,2447052500,821750|882740
4f0a46f6-b992-11e9-9c9e-fa163e3d9e3c,57730|131200,2384098000,1995960|2069429
c5fa480a-b97f-11e9-8b81-fa163ee49799,40450|96700,1662856300,3102020|3158270
1ad402b2-b949-11e9-9c9e-fa163e3d9e3c,34530|116630,1928274600,3195490|3294000
615cc6a0-b92c-11e9-8b81-fa163ee49799,44060|111750,2718954900,6668120|6735810
af378582-b94e-11e9-8b81-fa163ee49799,0|64790,1887729500,3453950|3518740
58791a38-b95f-11e9-8b81-fa163ee49799,35040|68570,1421444400,2622570|2656100
8aa687f4-b994-11e9-8b81-fa163ee49799,0|84570,1398481500,1533890|1618460
89a96aea-b95f-11e9-8b81-fa163ee49799,36070|118020,1421444400,2842870|2924820
b9d80790-b918-11e9-ad99-fa163ee49799,0|50290,2447052500,2369330|2419620
cd2d885e-b8c0-11e9-930e-fa163ee49799,0|54680,3060804900,938820|993500
e3323098-b96d-11e9-9c9e-fa163e3d9e3c,64769|114380,2360445100,5490300|5539910
f5ef2ffa-b97d-11e9-9c9e-fa163e3d9e3c,41280|105940,2888057700,6571780|6636440
2f1b3468-b8f7-11e9-8127-fa163e063a2b,24970|81170,384222800,310490|377930
d0c3e754-b949-11e9-8b81-fa163ee49799,0|93200,1952297000,1151890|1245090
37b8aa8e-b90a-11e9-8127-fa163e063a2b,52080|122070,407146000,189190|259180
82b408d8-b95c-11e9-b8ed-fa163e063a2b,47790|124330,1804132300,5950070|6026610
697dc7ae-b85e-11e9-9336-fa163ee49799,47560|99200,2929626300,2603100|2665070
fba6b946-b8c3-11e9-930e-fa163ee49799,0|85410,3060804900,3908330|3993740
0233db88-b94e-11e9-8b81-fa163ee49799,0|54210,1887729500,2495550|2549760
afa55304-b99a-11e9-9c9e-fa163e3d9e3c,23700|103500,2436435900,6334590|6414390
87ac4b2c-b93c-11e9-b8ed-fa163e063a2b,39050|91960,1804298400,5601800|5665290
6286e7bc-b8e7-11e9-bf24-fa163ee49799,27640|88920,1176745900,3217560|3278840
f24e5b32-b969-11e9-9c9e-fa163e3d9e3c,13570|78360,2360445100,1293050|1357840
c984fa38-b96b-11e9-8b81-fa163ee49799,13820|65850,1443620200,4544480|4606920
3a6814ca-b94d-11e9-8b81-fa163ee49799,0|71740,1887729500,1632820|1704560
23e2f234-b997-11e9-9c9e-fa163e3d9e3c,59800|131330,2436435900,2464330|2535860
7e1f9412-b999-11e9-8b81-fa163ee49799,0|90340,1467027700,2119020|2209360
dcb9a034-b8f5-11e9-81a2-fa163e3d9e3c,38870|138120,2820368700,428170|527420
dac986b4-b91c-11e9-ad99-fa163ee49799,0|72820,2447052500,6072650|6145470
4ecc4d1c-b918-11e9-ad99-fa163ee49799,0|77520,2447052500,1633040|1710560
af9229b6-b90c-11e9-8127-fa163e063a2b,42080|98050,412686300,463380|519350
40bcbc10-b973-11e9-9c9e-fa163e3d9e3c,38180|93730,2791972500,3810780|3866330
cf4855b0-b95b-11e9-8b81-fa163ee49799,77200|180680,1467020800,4147740|4251220
e197346e-b953-11e9-8b81-fa163ee49799,0|41000,2845332600,1177620|1226820
705152e8-b8ff-11e9-8127-fa163e063a2b,32520|116020,400768900,676460|759960
cfa4a560-b8b4-11e9-930e-fa163ee49799,16530|80130,1711839100,1046329|1109930
8b78ffba-b95b-11e9-8b81-fa163ee49799,8950|55600,1467020800,3699850|3746500
29d9a5ee-b94b-11e9-b8ed-fa163e063a2b,7980|91720,1445226000,3435590|3519330
b25e7a3a-b959-11e9-8b81-fa163ee49799,12500|63910,1467020800,1765390|1816800
bd329a28-b8db-11e9-bf24-fa163ee49799,0|102660,1402364300,660400|763060
872ba8c6-b94d-11e9-8b81-fa163ee49799,0|62070,1887729500,2015660|2077730
9a7d3e5e-b96a-11e9-8b81-fa163ee49799,39510|104540,1443620200,3104360|3169390
73fbda52-b991-11e9-8b81-fa163ee49799,0|56980,1596046700,4419160|4487540
fa77153a-b97b-11e9-b8ed-fa163e063a2b,7650|92840,1804317800,3060440|3145630
60d4572e-b932-11e9-8b81-fa163ee49799,0|95030,2817413400,5461320|5556350
76fd474e-b924-11e9-b8ed-fa163e063a2b,48410|139690,1502559900,3924430|4015710
b01f0cba-b94c-11e9-b8ed-fa163e063a2b,22740|81190,1445226000,4878470|4936920
f06c2b3c-b85b-11e9-9336-fa163ee49799,61770|137020,2929626300,1058960|1134210
57ff2962-b905-11e9-ad99-fa163ee49799,0|95120,2342638000,2943450|3038570
7749fb68-b940-11e9-9c9e-fa163e3d9e3c,31230|125930,1627286600,3795250|3889950
8542e90e-b94b-11e9-8b81-fa163ee49799,65680|126780,1952297000,3701710|3762810
30491a92-b92b-11e9-8b81-fa163ee49799,0|60320,2718954900,5726550|5786870
80e37adc-b959-11e9-9c9e-fa163e3d9e3c,44480|116170,2274916400,4394370|4466060
5145cf48-b8e4-11e9-bf24-fa163ee49799,0|52030,1176745900,684620|736650
a69bc538-b957-11e9-8b81-fa163ee49799,0|87560,2959479600,1512660|1617730
0c63ca3a-b950-11e9-9c9e-fa163e3d9e3c,51480|92930,1818601700,3325810|3375560
f74877e2-b84e-11e9-9336-fa163ee49799,0|68450,3166859000,335930|418070
c9a8cddc-b948-11e9-9c9e-fa163e3d9e3c,25620|115770,1928274600,2710140|2800290
ffc7dfda-b86b-11e9-b45b-fa163ee49799,0|90920,2394484900,1525390|1616310
750b05f6-b86c-11e9-b45b-fa163ee49799,0|62620,2394484900,1770430|1845580
003bfd8e-b862-11e9-9336-fa163ee49799,80190|148640,2509505900,1039190|1107640
801c59dc-b9a1-11e9-b8ed-fa163e063a2b,24150|72390,1473745600,5968530|6016770
bab7a58c-b966-11e9-b8ed-fa163e063a2b,45480|94850,1568027000,1289980|1339350
f3d471e6-b8f9-11e9-ad99-fa163ee49799,0|78070,2274699000,5729140|5807210
7c6fd17c-b971-11e9-b8ed-fa163e063a2b,23530|85350,1419310000,3571030|3645220
f86bc2e4-b93b-11e9-8b81-fa163ee49799,37400|112760,3043930400,1030579|1121010
fb9fc2e2-b94c-11e9-8b81-fa163ee49799,0|80570,1887729500,1395830|1492510
2a915f22-b90a-11e9-ad99-fa163ee49799,36480|100950,2367850000,1278950|1343420
d151f894-b99b-11e9-8b81-fa163ee49799,73050|145180,1467027700,3785810|3857940
ca988168-b92c-11e9-b8ed-fa163e063a2b,6670|73330,1598981800,4165300|4231960
044ba8c4-b8e0-11e9-bf24-fa163ee49799,73010|163840,1226686400,789240|880070
2c889bb2-b93a-11e9-9c9e-fa163e3d9e3c,43330|136930,1782169900,2822220|2915820
81b316e8-b8ff-11e9-ad99-fa163ee49799,16390|92280,2310133000,4292960|4368850
312d9de2-b8c3-11e9-930e-fa163ee49799,0|54380,3060804900,3212750|3278010
755c23ca-b95a-11e9-8b81-fa163ee49799,0|66620,1467020800,2719030|2785650
1c779014-b946-11e9-8b81-fa163ee49799,0|72780,1710310600,2463880|2536660
4119d79e-b872-11e9-b45b-fa163ee49799,95030|196810,2801578300,422150|523929
1b12ed24-b967-11e9-8b81-fa163ee49799,0|67810,1443620200,678390|746200
5da617ee-b906-11e9-ad99-fa163ee49799,0|101260,2342638000,4027390|4128649
d1d9391a-b902-11e9-81a2-fa163e3d9e3c,63550|99700,2666192100,3101420|3137570
0a171d22-b8d8-11e9-930e-fa163ee49799,48470|150390,1193884300,1155970|1257890
9b70a7b4-b8df-11e9-bf24-fa163ee49799,0|73890,1226686400,438750|512640
04185ef8-b910-11e9-ad99-fa163ee49799,71190|141160,2400411900,549030|619000
e5adec20-b965-11e9-9c9e-fa163e3d9e3c,16190|102290,2598171100,4862430|4948530
b8dd110e-b914-11e9-8127-fa163e063a2b,53790|126920,1659111900,803880|877010
e315365c-b989-11e9-b8ed-fa163e063a2b,63770|107390,1601278800,5005390|5057740
013df23c-b952-11e9-8b81-fa163ee49799,0|60740,3203967000,1270520|1343410
e9f77e40-b91f-11e9-8b81-fa163ee49799,0|35240,2620315400,1299970|1335210
c55e80de-b964-11e9-9c9e-fa163e3d9e3c,45190|117670,2598171100,4048080|4120560
42cab792-b8e6-11e9-bf24-fa163ee49799,74960|152950,1176745900,2464560|2542550
a077d436-b9a6-11e9-9c9e-fa163e3d9e3c,25320|69180,1753376800,4417610|4461470
dff6f9be-b854-11e9-9336-fa163ee49799,0|91700,3009055500,200150|291850
1a2d09dc-b947-11e9-8b81-fa163ee49799,0|78390,1710310600,3691340|3769730
5e6a3916-b952-11e9-b8ed-fa163e063a2b,21610|111310,1374493200,1142540|1232240
b7a1c8b0-b870-11e9-b45b-fa163ee49799,0|62380,2704085800,2006280|2068659
28d6a2f0-b9a5-11e9-8b81-fa163ee49799,0|78860,1596058300,4643860|4722720
e134f836-b925-11e9-8b81-fa163ee49799,0|43690,2620315400,6819310|6863000
166f4654-b963-11e9-b8ed-fa163e063a2b,35370|99740,1804315200,6457450|6521820
ea61d714-b879-11e9-b45b-fa163ee49799,12400|54620,1849646200,699860|742080
8096bb70-b96d-11e9-8b81-fa163ee49799,0|54220,1415151600,1533170|1587390
48c72d26-b91b-11e9-8127-fa163e063a2b,46920|130169,1804190100,3935290|4018540
eff7219a-b926-11e9-9c9e-fa163e3d9e3c,58930|153350,1940114900,917820|1012240
125f1e4a-b954-11e9-b8ed-fa163e063a2b,67350|140090,1374493200,3087340|3160080
a5d5d438-b973-11e9-8b81-fa163ee49799,15060|93430,1500872700,2971370|3049740
53f908f0-b979-11e9-8b81-fa163ee49799,18930|62070,1447221500,3939850|3991620
